Ticker,Original_Name,Date,Action,Conviction,Entry_Price,T+1w,T+1m,T+3m,T+6m,Verdict
SWK,SWK,2025-05-01,Hold. Beneficiary of lower rates and housing recovery.,7,56.87,4.94,11.01,17.92,22.03,CORRECT ✅
DG,DG,2025-05-01,"Hold. Short Wall Street, long Main Street.",7,89.55,1.57,7.4,18.6,13.89,CORRECT ✅
SPY,SPY,2025-05-01,Buy on dips. Expect high single digits to low double digits on the S&P for the year.,7,555.28,1.18,5.54,14.09,21.96,CORRECT ✅
TLT,TLT,2025-05-01,Hold. Beneficiary of lower rates.,6,86.44,-2.0,-2.72,-0.81,5.06,WRONG ❌
MSFT,MSFT,2025-05-01,Hold. Watch guidance on AI spend and Azure cloud growth.,7,423.13,3.0,8.42,20.71,23.52,CORRECT ✅
BABA,BABA,2025-05-01,Hold in Hong Kong. Expect Ant Financial IPO in the next 12 months.,8,118.53,4.36,-5.55,0.7,47.39,WRONG ❌
DIS,DIS,2025-05-01,Hold. Beneficiary of China film dates.,5,89.82,15.76,24.48,32.61,23.51,PENDING ⏳
AUB,AUB,2025-05-01,Hold. Solid bank.,6,27.19,4.51,7.97,18.47,23.95,CORRECT ✅
PYPL,PYPL,2025-05-01,Buy handover fist and wait for the recovery aka turnaround Tom.,9,65.26,7.75,7.45,9.23,6.67,PENDING ⏳
INTC,INTC,2025-05-01,Buy and hold for the long term.,9,19.98,5.11,-2.15,2.15,91.59,PENDING ⏳
ETSY,ETSY,2025-05-01,Hold. Showing some good stuff.,7,42.51,12.59,30.2,41.85,73.84,CORRECT ✅
BP,BP,2025-05-01,Pass. Brain damage in management.,2,26.67,2.55,6.07,20.14,27.74,WRONG ❌
UNH,UNH,2025-05-01,Pass. Not interesting enough at these levels.,4,392.72,-3.78,-24.65,-34.38,-8.31,PENDING ⏳
GOOG,GOOG,2025-05-01,Pass. Not an easy double or triple.,5,162.34,-4.32,6.18,20.81,60.36,PENDING ⏳
JD,JD,2025-05-01,Pass. Not as attractive as BABA.,4,32.85,3.87,-1.34,-1.92,1.04,PENDING ⏳
ZIM,ZIM,2025-05-01,Pass. Quickest way to lose money.,1,14.39,-5.19,16.1,13.81,-4.67,WRONG ❌
TGT,TGT,2025-05-01,Buy if you have to buy a retailer.,6,92.7,1.0,-0.92,9.8,0.42,FLAT ➖
XOM,XOM,2025-05-01,Hold. We've gotten out.,5,102.95,0.27,-2.4,7.69,11.11,PENDING ⏳
META,META,2025-05-01,Hold. Watch ad revenue and daily active user numbers.,7,570.92,4.51,13.16,22.43,29.22,CORRECT ✅
IWM,IWM,2025-05-01,Buy on dips. Expect small caps to outperform.,8,194.98,2.61,4.59,13.89,27.93,CORRECT ✅
GOOG,GOOG,2025-04-24,Hold,7,161.03,0.82,5.03,19.12,57.5,CORRECT ✅
TSLA,TSLA,2025-04-24,Avoid,2,259.51,8.1,30.76,27.98,69.28,WRONG ❌
USB,USB,2025-04-24,Hold,7,39.19,1.12,7.22,16.53,16.58,CORRECT ✅
HD,HD,2025-04-24,Hold,7,353.12,-0.37,0.85,3.8,10.27,FLAT ➖
WMT,WMT,2025-04-24,Hold,7,95.19,1.64,0.76,0.25,12.94,FLAT ➖
TGT,TGT,2025-04-24,Hold,7,92.06,0.69,0.06,13.06,-2.55,FLAT ➖
AMZN,AMZN,2025-04-24,Hold,7,186.54,1.96,7.75,21.94,14.21,CORRECT ✅
XOM,XOM,2025-04-24,Hold,7,105.72,-2.62,-4.28,0.84,5.25,WRONG ❌
WFC,WFC,2025-04-24,Hold,7,68.42,3.23,5.28,19.08,21.09,CORRECT ✅
RRC,RRC,2025-04-24,Hold,7,33.61,1.06,16.8,5.52,6.74,CORRECT ✅
SPY,SPY,2025-04-24,Buy,8,543.57,2.15,5.93,15.37,22.23,CORRECT ✅
NVDA,NVDA,2025-04-24,Hold,5,106.41,4.87,23.36,56.95,72.17,SAFE 🛡️
ATKR,ATKR,2025-04-24,Avoid,3,63.5,0.14,1.77,17.04,2.15,FLAT ➖
QXO,QXO,2025-04-24,Buy,9,12.75,3.69,31.76,74.43,48.94,CORRECT ✅
AA,AA,2025-04-24,Avoid,2,26.19,-7.19,6.53,21.18,36.98,WRONG ❌
SMG,SMG,2025-04-24,Consider,7,51.78,-0.43,12.1,29.6,3.63,CORRECT ✅
HRL,HRL,2025-04-24,Consider,7,29.53,-2.65,-2.48,-1.52,-18.64,FLAT ➖
DIS,DIS,2025-04-24,Buy,8,89.03,0.89,21.9,35.07,23.48,CORRECT ✅
VFC,VF CORP,2025-04-24,Buy,9,11.34,5.37,3.99,13.61,25.35,CORRECT ✅
BABA,BABA,2025-04-24,Buy,9,117.31,1.04,1.21,2.9,42.4,FLAT ➖
BA,BA,2025-04-24,Buy,9,176.26,3.76,14.81,29.63,20.81,CORRECT ✅
PYPL,PYPL,2025-04-24,Buy,9,64.62,0.99,7.84,17.34,4.08,CORRECT ✅
CRK,CRK,2025-04-17,Buy,10,19.77,-6.98,19.93,18.06,-0.91,CORRECT ✅
DIS,DIS,2025-04-17,Buy,9,83.88,6.45,32.84,41.88,30.57,CORRECT ✅
BA,BA,2025-04-17,Buy,9,161.9,9.91,26.78,42.0,33.14,CORRECT ✅
NKE,NKE,2025-04-17,Watch,6,54.76,3.34,11.33,30.16,22.27,PENDING ⏳
QXO,QXO,2025-04-17,Buy and tuck away for 5-10 years,10,13.15,-2.05,33.16,61.14,40.68,CORRECT ✅
CVX,CVX,2025-04-17,Watch,7,133.22,0.62,1.67,10.06,12.79,FLAT ➖
PYPL,PYPL,2025-04-17,Buy,8,60.86,7.11,18.56,19.62,12.89,CORRECT ✅
BABA,BABA,2025-04-17,Buy,9,107.06,10.48,12.94,8.1,55.81,CORRECT ✅
INTC,INTC,2025-04-17,Watch,7,18.93,5.92,12.94,19.86,96.62,CORRECT ✅
NKE,NKE,2025-04-10,Buy,7,53.42,2.5,15.04,36.12,32.38,CORRECT ✅
QXO,QXO,2025-04-10,Buy,10,13.2,-0.38,9.47,66.89,49.77,CORRECT ✅
URI,URI,2025-04-10,Hold,8,576.16,1.99,22.74,38.98,71.01,CORRECT ✅
BA,BA,2025-04-10,Buy,8,155.52,4.1,27.66,45.7,41.29,CORRECT ✅
DIS,DIS,2025-04-10,Buy,8,84.3,-0.49,29.64,42.11,32.85,CORRECT ✅
BABA,BABA,2025-04-10,Hold,7,102.45,4.5,27.23,1.35,82.75,CORRECT ✅
SWK,SWK,2025-04-10,Buy,7,56.62,-2.51,23.6,25.86,29.8,CORRECT ✅
BAX,BAX,2025-04-10,Hold,6,27.77,2.67,13.29,6.52,-16.69,SAFE 🛡️
VFC,VFC,2025-04-10,Hold,6,11.24,-8.65,26.22,9.67,28.39,SAFE 🛡️
VFC,VF CORP,2025-04-10,Buy,7,11.24,-8.65,26.22,9.67,28.39,CORRECT ✅
ETSY,ETSY,2025-04-10,Hold,7,43.58,1.31,9.2,24.21,60.62,CORRECT ✅
EL,EL,2025-04-10,Hold,7,52.63,2.2,22.63,63.33,67.83,CORRECT ✅
FSLR,FSLR,2025-04-10,Watch,5,122.19,4.74,27.84,35.85,87.88,PENDING ⏳
DG,DG,2025-04-10,Hold,5,86.17,6.82,2.71,29.6,13.2,SAFE 🛡️
JHX,JHX,2025-04-10,Research,7,21.36,5.24,19.15,30.06,-5.95,CORRECT ✅
DAL,DAL,2025-04-10,Trade,6,38.99,3.79,29.93,29.19,48.98,CORRECT ✅
SWKS,SWKS,2025-04-10,Research,7,52.21,3.97,35.66,45.66,45.65,CORRECT ✅
INTC,INTC,2025-04-10,Hold,7,19.88,-4.78,11.57,17.91,84.05,CORRECT ✅
CPB,CPB,2025-04-10,Pass,4,36.86,-0.66,-4.87,-17.63,-15.12,PENDING ⏳
NSC,NSC,2025-04-10,Hold,5,212.09,2.03,11.66,21.43,40.61,SAFE 🛡️
BA,BA,2025-04-03,Buy,8,150.91,3.05,23.56,40.5,43.85,CORRECT ✅
BABA,BABA,2025-04-03,Buy,10,127.18,-19.45,-2.13,-12.95,41.45,FLAT ➖
INTC,INTC,2025-04-03,Buy,9,22.43,-11.37,-9.63,-2.45,53.72,WRONG ❌
SWK,SWK,2025-04-03,Buy,9,62.39,-9.25,-7.08,12.11,17.08,WRONG ❌
GNRC,GNRC,2025-04-03,Buy,9,115.64,-6.25,0.83,30.25,43.39,FLAT ➖
VFC,VF Corp,2025-04-03,Buy,8,11.47,-2.05,7.62,7.59,25.32,CORRECT ✅
CPS,Cooper Standard,2025-04-03,Buy,8,13.97,-13.03,66.28,73.01,161.56,CORRECT ✅
PYPL,PayPal,2025-04-03,Buy,8,61.57,-1.86,11.07,23.66,12.92,CORRECT ✅
QXO,QXO,2025-04-03,Buy,7,13.79,-4.28,0.51,56.56,35.9,FLAT ➖
ETSY,Etsy,2025-04-03,Buy,7,48.41,-9.98,-6.88,9.4,53.56,WRONG ❌
QXO,QXO,2025-03-27,Buy and set and forget,10,14.01,-1.57,-4.21,55.67,42.33,WRONG ❌
BABA,BABA,2025-03-27,Hold/Accumulate,9,133.38,-4.64,-12.73,-14.11,23.15,WRONG ❌
BAX,BAX,2025-03-27,Hold,8,33.26,-6.97,-9.41,-8.66,-31.46,WRONG ❌
CPS,CPS,2025-03-27,Hold,9,16.04,-12.91,-8.92,25.06,142.33,WRONG ❌
DIS,DIS,2025-03-27,Buy,7,99.35,-11.56,-10.24,19.39,12.53,WRONG ❌
ALB,ALB,2025-03-27,Hold,9,73.64,-11.04,-21.67,-18.7,8.82,WRONG ❌
SBLK,SBLK,2025-03-27,Hold,9,15.73,-10.69,-7.98,7.93,20.99,WRONG ❌
INTC,INTC,2025-03-27,Hold,8,23.62,-5.04,-13.17,-6.01,21.76,WRONG ❌
AAP,AAP,2025-03-27,Buy,8,39.69,-9.29,-18.54,16.54,50.82,WRONG ❌
VFC,VF CORP,2025-03-27,Hold,8,16.18,-29.08,-29.75,-30.0,-11.87,WRONG ❌
XOM,XOM,2025-03-27,Hold,7,114.73,-4.63,-7.85,-7.23,-3.21,WRONG ❌
NKE,NKE,2025-03-27,Wait,5,64.62,-15.53,-12.9,-6.94,9.61,PENDING ⏳
UPS,UPS,2025-03-27,Pass,4,105.36,-9.81,-12.54,-9.01,-21.42,PENDING ⏳
CNM,CNM,2025-03-27,Pass,2,49.93,-5.49,5.87,17.97,1.56,WRONG ❌
NVDA,NVDA,2025-03-27,Hold,8,111.41,-8.64,-2.42,38.49,64.8,FLAT ➖
BA,BA,2025-03-27,Buy,9,179.11,-15.74,1.78,11.05,18.41,FLAT ➖
GNRC,GNRC,2025-03-20,Add on dips,7,133.36,-1.7,-20.08,-5.88,39.25,WRONG ❌
CPS,CPS,2025-03-20,Aggressively accumulate,10,16.93,-5.26,-29.95,23.92,130.83,PENDING ⏳
INTC,INTC,2025-03-20,Buy,9,23.96,-1.42,-21.37,-10.31,3.38,WRONG ❌
BABA,BABA,2025-03-20,Hold/Accumulate on dips,9,134.63,-0.93,-19.55,-15.71,17.38,WRONG ❌
QXO,QXO,2025-03-20,Buy and hold,9,13.43,4.32,-5.29,67.54,58.08,WRONG ❌
PYPL,PYPL,2025-03-20,Accumulate,7,69.51,-1.16,-13.47,-1.58,-3.67,WRONG ❌
VFC,VFC,2025-03-20,Accumulate,7,15.96,1.35,-35.57,-27.13,-8.31,WRONG ❌
ASOMY,ASOS,2025-03-20,"Hold, monitor for turnaround",4,3.19,12.54,15.36,30.41,28.53,PENDING ⏳
NET,NET,2025-03-20,Avoid,2,117.94,0.53,-13.42,53.81,91.63,CORRECT ✅
BTU,BTU,2025-03-20,Avoid,2,13.68,3.61,-11.05,3.64,46.14,CORRECT ✅
NVDA,NVDA,2025-03-13,Consider Intel instead,5,115.56,2.55,-4.02,23.59,45.63,PENDING ⏳
INTC,INTC,2025-03-13,Buy,10,23.7,1.1,-16.71,-12.74,3.29,WRONG ❌
BABA,BABA,2025-03-13,Buy on pullbacks,9,136.05,-1.04,-22.13,-13.02,3.78,WRONG ❌
CPS,CPS,2025-03-13,Buy,9,13.04,29.83,-7.13,84.43,199.23,WRONG ❌
STLA,STLA,2025-03-13,Hold,7,10.87,2.87,-25.02,-5.16,-17.58,WRONG ❌
TSLA,TSLA,2025-03-13,Avoid,3,240.68,-1.84,4.83,35.63,43.93,WRONG ❌
MSFT,MSFT,2025-03-13,Hold,5,376.75,2.13,2.56,25.01,31.99,SAFE 🛡️
ALB,ALB,2025-03-13,Buy,8,70.93,6.99,-21.29,-9.6,14.64,WRONG ❌
GOOG,GOOG,2025-03-13,Hold,5,164.28,0.19,-3.24,8.67,42.45,SAFE 🛡️
VFC,VFC,2025-03-13,Buy,8,16.01,-0.31,-31.84,-20.93,-3.88,WRONG ❌
IJR,S&P 600,2025-03-06,Buy,8,106.14,-4.45,-11.51,-0.48,,WRONG ❌
BABA,BABA,2025-03-06,Buy on dips,10,137.62,-1.14,-16.73,-14.65,,WRONG ❌
AAP,AAP,2025-03-06,Buy on dips,9,33.06,13.41,4.1,54.88,,CORRECT ✅
PYPL,PYPL,2025-03-06,Buy on dips,9,67.92,-1.72,-14.26,6.93,,WRONG ❌
INTC,INTC,2025-03-06,Buy,7,20.75,14.22,-4.34,-2.41,,WRONG ❌
GXO,GXO,2025-03-06,Buy,7,38.38,1.98,-10.53,8.96,,WRONG ❌
CSX,CSX,2025-03-06,Buy,7,30.57,-5.82,-12.03,3.66,,WRONG ❌
AAP,AAP,2025-02-27,Buy,9,36.34,-9.01,5.38,43.73,62.87,CORRECT ✅
NVDA,NVDA,2025-02-27,Sell/Avoid,10,120.12,-7.97,-8.71,12.21,49.68,PENDING ⏳
MSFT,MSFT,2025-02-27,Trim Back,8,390.44,1.11,-3.5,16.73,28.91,CORRECT ✅
INTC,INTC,2025-02-27,Buy,9,23.09,-10.13,-1.65,-11.78,6.32,FLAT ➖
TSM,TSM,2025-02-27,Monitor,5,178.68,-2.89,-8.39,8.73,31.08,PENDING ⏳
BABA,BABA,2025-02-27,Buy on dips,10,134.28,2.49,-3.02,-14.51,-7.4,PENDING ⏳
PFE,PFE,2025-02-27,Monitor,6,24.74,0.54,-3.41,-9.49,-0.15,PENDING ⏳
TSLA,TSLA,2025-02-27,Avoid,7,281.95,-6.56,-6.53,26.58,22.93,CORRECT ✅
CCI,CCI,2025-02-27,Buy,8,88.87,1.85,12.72,8.41,13.23,CORRECT ✅
AMZN,AMZN,2025-02-27,Buy on pullbacks,7,208.74,-3.85,-7.67,-1.93,9.2,WRONG ❌
GOOG,GOOG,2025-02-27,Buy on pullbacks,7,169.55,2.35,-8.21,1.98,23.17,WRONG ❌
CPS,CPS,2025-02-27,Buy,9,14.92,-6.5,4.36,57.64,128.55,CORRECT ✅
BAX,BAX,2025-02-27,Buy,8,34.48,1.46,-3.38,-12.45,-29.3,WRONG ❌
GOOS,GOOS,2025-02-27,Buy,7,10.33,-5.91,-20.23,22.07,14.13,WRONG ❌
ETSY,ETSY,2025-02-27,Buy,8,51.19,-8.28,-8.79,0.51,12.11,WRONG ❌
PYPL,PYPL,2025-02-20,Buy,7,77.45,-8.89,-9.58,-7.7,-10.43,WRONG ❌
BABA,BABA,2025-02-20,Buy,10,133.71,0.43,-0.61,-9.1,-9.21,FLAT ➖
CSTM,CSTM,2025-02-20,Buy,10,10.36,11.68,9.56,16.8,36.39,CORRECT ✅
BA,BA,2025-02-20,Hold,8,180.88,-3.9,-1.53,12.35,28.49,FLAT ➖
DIS,DIS,2025-02-20,Hold,7,109.34,0.69,-10.03,-0.08,5.88,WRONG ❌
EL,ESTEE LAUDER,2025-02-20,Hold,7,70.1,2.28,-5.7,-10.34,28.46,WRONG ❌
VFC,VF CORP,2025-02-20,Buy on pullbacks to $20,8,25.89,-7.14,-37.89,-53.9,-49.83,WRONG ❌
GXO,GXO,2025-02-20,Hold,8,39.9,-0.38,1.18,-0.3,32.88,FLAT ➖
INTC,INTC,2025-02-20,Hold,7,26.09,-11.5,-7.01,-20.7,-9.31,WRONG ❌
ALB,ALB,2025-02-20,Buy,8,80.83,-4.29,-5.47,-31.21,1.93,WRONG ❌
SWK,SWK,2025-02-20,Hold,8,85.92,-4.8,-10.66,-25.35,-15.21,WRONG ❌
CMCO,CMCO,2025-02-20,Pass,2,19.8,-13.1,-8.07,-17.74,-26.84,CORRECT ✅
EVH,EVH,2025-02-20,Pass,2,10.71,-18.95,-10.55,-25.3,-15.78,CORRECT ✅
NKE,NKE,2025-02-20,Pass,5,75.46,3.61,-11.58,-21.94,1.44,PENDING ⏳
CELH,CELH,2025-02-20,Pass,5,25.53,1.8,28.99,43.28,139.72,PENDING ⏳
MPWR,MPWR,2025-02-20,Pass,2,685.29,-11.66,-14.33,-1.36,23.86,CORRECT ✅
NVDA,NVDA,2025-02-20,Avoid,2,140.07,-14.25,-15.99,-5.92,29.93,CORRECT ✅
UPS,UPS,2025-02-20,Pass,5,110.66,0.88,-1.29,-16.44,-23.16,PENDING ⏳
DIS,DIS,2025-02-20,Hold,7,109.34,0.69,-10.03,-0.08,5.88,WRONG ❌
GXO,GXO,2025-02-13,Hold,7,36.31,9.89,10.6,13.11,38.12,CORRECT ✅
BABA,BABA,2025-02-13,Buy on any weakness,10,117.55,13.74,18.04,12.14,0.92,PENDING ⏳
PYPL,PYPL,2025-02-13,Buy on dips,8,76.41,1.36,-9.98,-5.11,-12.42,WRONG ❌
CCI,CCI,2025-02-13,Buy on dips,8,85.47,1.51,16.78,11.13,18.67,CORRECT ✅
HRL,HRL,2025-02-13,Consider Buying,7,27.65,1.09,3.5,3.16,2.08,CORRECT ✅
UBER,UBER,2025-02-13,Pass,5,80.29,1.21,-10.89,12.6,12.82,PENDING ⏳
INTC,INTC,2025-02-13,Buy on Weakness,8,24.13,8.12,-0.33,-10.82,-14.42,FLAT ➖
F,F,2025-02-13,Monitor,6,8.7,3.71,7.46,19.34,26.51,CORRECT ✅
FMC,FMC,2025-02-13,Monitor,6,35.1,4.03,13.57,2.69,-1.64,CORRECT ✅
GM,GM,2025-02-13,Monitor,6,47.4,0.0,1.2,5.32,13.43,FLAT ➖
BABA,BABA,2025-02-06,Buy if it dips to the mid 90s,10,98.71,19.09,40.09,22.76,19.03,CORRECT ✅
ETSY,ETSY,2025-02-06,Add to on sell-off,8,55.46,-0.25,-15.61,-17.2,3.34,WRONG ❌
AAPL,AAPL,2025-02-06,Lighten up overweight,8,232.17,3.68,2.62,-15.76,-12.6,WRONG ❌
GOOG,GOOG,2025-02-06,Lower overweight,8,192.56,-2.81,-9.08,-20.87,1.5,CORRECT ✅
NVDA,NVDA,2025-02-06,Avoid,9,128.64,5.14,-12.43,-9.02,39.9,CORRECT ✅
DIS,DIS,2025-02-06,Buy,9,110.86,-2.23,-5.87,-8.92,6.93,WRONG ❌
INTC,INTC,2025-02-06,Hold,6,19.38,24.51,6.5,4.8,0.62,SAFE 🛡️
SWK,SWK,2025-02-06,Buy,9,82.08,1.05,4.58,-30.73,-19.11,CORRECT ✅
CRL,CRL,2025-02-06,Worth doing some work on,7,166.27,-7.88,5.8,-17.62,0.99,CORRECT ✅
DG,DG,2025-02-06,Monitor,5,71.35,0.32,12.71,28.76,54.56,PENDING ⏳
TLT,TLT,2025-02-06,Buy,8,86.66,-1.3,0.61,-1.15,0.15,FLAT ➖
UNM,UNM,2025-02-06,Buy,8,75.37,-1.6,3.09,5.57,-7.75,CORRECT ✅
PYPL,PYPL,2025-02-06,Buy on dips,8,78.39,-2.52,-10.3,-12.57,-13.44,WRONG ❌
QXO,QXO,2025-01-30,Hold,7,13.42,0.97,-5.07,-0.6,62.3,SAFE 🛡️
BA,BA,2025-01-30,Hold,7,179.53,2.94,-2.73,2.07,31.68,SAFE 🛡️
BABA,BABA,2025-01-30,Buy/Hold,10,101.03,-2.3,28.98,16.24,20.9,CORRECT ✅
NVDA,NVDA,2025-01-30,Sell/Avoid,9,124.62,3.23,0.22,-12.61,41.82,FLAT ➖
UPS,UPS,2025-01-30,Wait and See,5,107.51,-1.24,5.08,-15.87,-8.85,PENDING ⏳
VFC,VFC,2025-01-30,Buy/Hold,9,26.33,-8.43,-7.43,-55.68,-52.96,WRONG ❌
GM,GM,2025-01-30,Hold,5,48.99,-3.17,-0.75,-8.37,8.6,SAFE 🛡️
INTC,INTC,2025-01-30,Hold,4,20.01,-3.15,18.59,0.45,3.35,SAFE 🛡️
TGT,TGT,2025-01-30,Consider,5,134.51,-4.1,-10.78,-30.56,-22.7,PENDING ⏳
TSM,TSMC,2025-01-23,Watchlist,6,221.63,-7.33,-11.74,-29.47,7.14,WRONG ❌
QCOM,QCOM,2025-01-23,Watchlist,6,170.54,-1.39,-5.12,-19.01,-7.78,WRONG ❌
ALB,ALB,2025-01-23,Hold,7,87.97,-4.62,-9.58,-37.69,-13.04,WRONG ❌
EL,EL,2025-01-23,Buy,8,78.72,6.7,-10.37,-28.18,8.47,WRONG ❌
INTC,INTC,2025-01-23,Watchlist,7,21.57,-7.23,15.3,-4.54,7.83,CORRECT ✅
NVDA,NVDA,2025-01-23,Lighten Up,4,147.18,-15.33,-8.69,-30.23,16.43,PENDING ⏳
BABA,BABA,2025-01-23,Buy,9,84.67,19.33,66.96,38.18,42.05,CORRECT ✅
BA,BA,2025-01-23,Buy,8,178.5,0.58,-0.76,-3.43,28.47,FLAT ➖
AAP,AAP,2025-01-23,Buy,9,46.57,5.11,-8.3,-30.34,34.17,WRONG ❌
BAX,BAX,2025-01-16,Buy,8,30.4,4.85,-0.42,-9.74,-6.85,FLAT ➖
CCI,CCI,2025-01-16,Buy,7,86.21,-2.22,-2.97,12.73,17.04,WRONG ❌
BABA,BABA,2025-01-16,Buy,8,81.06,4.45,51.32,36.21,33.51,CORRECT ✅
VFC,VF CORP,2025-01-16,Hold,7,23.12,8.37,8.2,-53.95,-47.6,CORRECT ✅
AAP,AAP,2025-01-16,Buy,9,44.96,3.59,4.68,-28.62,37.24,CORRECT ✅
NVDA,NVDA,2025-01-16,Sell/Lighten Up,8,133.53,10.22,3.95,-15.99,22.85,WRONG ❌
TDOC,TDOA,2025-01-16,Avoid,9,9.16,10.7,56.44,-22.05,-9.72,WRONG ❌
HSY,HSY,2025-01-16,Watch,6,149.13,-2.68,3.39,9.98,8.9,CORRECT ✅
DG,DG,2025-01-16,Hold,6,68.06,2.99,4.76,28.5,67.07,CORRECT ✅
LLY,LLY,2025-01-16,Sell/Lighten Up,7,751.99,1.19,11.63,0.12,5.91,WRONG ❌
AAP,AAP,2025-01-09,Buy,8,,,,,,PENDING ⏳
XBI,XBI,2025-01-09,Buy,8,,,,,,PENDING ⏳
BA,BA,2025-01-09,Buy,9,,,,,,PENDING ⏳
ETSY,ETSY,2025-01-09,Buy,9,,,,,,PENDING ⏳
C,C,2025-01-09,Buy,8,,,,,,PENDING ⏳
BABA,BABA,2025-01-09,Buy,10,,,,,,PENDING ⏳
CTO,CTO,2025-01-09,Buy on pullback,8,,,,,,PENDING ⏳
GNRC,GNRC,2025-01-09,Buy,9,,,,,,PENDING ⏳
NVDA,NVDA,2025-01-09,Hold,6,,,,,,PENDING ⏳
VFC,VF,2025-01-09,Consider,6,,,,,,PENDING ⏳
EW,EW,2025-01-09,Hold,5,,,,,,PENDING ⏳
UBER,UBER,2025-01-09,Pass,4,,,,,,PENDING ⏳
BURBY,BURBERRY,2025-01-09,Pass,2,,,,,,PENDING ⏳
GPC,GPC,2025-01-09,Pass,5,,,,,,PENDING ⏳
NKE,NIKE,2025-01-09,Hold,5,,,,,,PENDING ⏳
DIS,DIS,2025-01-09,Hold,7,,,,,,PENDING ⏳
VRSN,VRSN,2025-01-02,Hold,5,203.33,,4.83,24.32,41.19,SAFE 🛡️
JNJ,JNJ,2025-01-02,Watch,6,139.74,,5.65,7.26,7.83,CORRECT ✅
PEP,PEP,2025-01-02,Watch,6,144.44,,0.32,0.52,-10.35,FLAT ➖
AMGN,AMGN,2025-01-02,Watch,6,251.11,,10.08,19.33,9.52,CORRECT ✅
BAX,BAX,2025-01-02,Hold,7,28.74,,11.28,16.83,4.57,CORRECT ✅
XBI,XBI,2025-01-02,Buy,9,91.49,,1.25,-14.6,-9.38,FLAT ➖
TLT,TLT,2025-01-02,Buy,7,84.16,,0.22,5.56,2.57,FLAT ➖
BABA,BABA,2025-01-02,Hold,8,83.54,,16.35,56.21,35.76,CORRECT ✅
GXO,GXO,2025-01-02,Buy,9,43.07,,5.53,-8.54,13.07,CORRECT ✅
ALB,ALB,2025-01-02,Buy,10,83.5,,-1.22,-15.26,-25.57,FLAT ➖
CSCO,CSCO,2025-01-02,Watch,6,57.61,,3.24,5.28,18.98,CORRECT ✅
GILD,GILD,2025-01-02,Watch,6,89.38,,5.79,21.96,22.38,CORRECT ✅
EFT,EFT,2025-01-02,Further Exploration,6,11.97,,4.16,-2.69,-0.23,CORRECT ✅
TGT,TGT,2025-01-02,Watch,6,131.39,,0.52,-23.23,-26.65,FLAT ➖
ABEV,ABEV,2025-01-02,Pass,3,1.78,,1.09,29.08,34.21,FLAT ➖
XLB,XLB,2025-01-02,Buy,8,41.0,,6.71,4.21,6.57,CORRECT ✅
XMAG,XMAG,2025-01-02,Why Not,6,19.57,,4.92,0.47,8.39,CORRECT ✅
CVNA,CVNA,2025-01-02,No Interest,1,199.56,,24.01,6.53,68.85,WRONG ❌
OXY,OXY,2025-01-02,Pass,4,48.74,,-6.34,-0.74,-14.76,PENDING ⏳
MAT,MAT,2025-01-02,Pass,2,17.73,,5.13,9.59,11.22,WRONG ❌
CE,CE,2025-01-02,Interesting,6,68.25,,3.83,-18.57,-19.03,CORRECT ✅
HPP,HPP,2025-01-02,Pass,2,20.02,,9.44,2.1,-4.2,WRONG ❌
SLX,SLX,2025-01-02,Pass,2,58.12,,4.8,5.87,13.83,WRONG ❌
IJR,S&P 600,2025-01-02,Buy,7,113.77,,3.02,-8.57,-4.3,CORRECT ✅
AAPL,AAPL,2025-01-02,Underweight,3,242.75,,-3.22,-8.37,-15.66,CORRECT ✅
VFC,VF CORP,2024-12-26,Hold,7,21.63,-4.34,17.5,-25.87,-46.53,CORRECT ✅
NKE,NKE,2024-12-26,Buy,8,75.17,-4.72,-1.77,-14.12,-19.23,FLAT ➖
INTC,INTC,2024-12-26,Buy,8,20.44,0.59,-0.73,14.58,10.32,FLAT ➖
GXO,GXO,2024-12-26,Buy,10,42.8,2.57,6.64,-6.75,12.17,CORRECT ✅
CCI,CCI,2024-12-26,Buy,9,86.67,-1.26,1.42,12.77,16.35,FLAT ➖
VFC,VFC,2024-12-26,Hold,7,21.63,-4.34,17.5,-25.87,-46.53,CORRECT ✅
ETSY,ETSY,2024-12-26,Hold,7,53.84,0.11,-0.72,-13.28,-0.87,FLAT ➖
YETI,YETI,2024-12-26,Hold,6,39.38,-3.2,-1.4,-14.47,-21.53,FLAT ➖
AIS,AIS,2024-12-26,Hold,5,24.92,-1.25,-4.75,-8.08,10.73,SAFE 🛡️
BABA,BABA,2024-12-26,Hold,8,84.65,-0.63,4.54,53.62,38.23,CORRECT ✅
TLT,TLT,2024-12-26,Buy,9,84.41,-0.6,0.49,2.22,1.3,FLAT ➖
^GSPC,SPX,2024-12-26,Hold,8,6037.59,-1.58,-0.42,-5.39,0.9,FLAT ➖
AAPL,APPLE,2024-12-26,Hold/Reduce,6,257.85,-6.05,-11.26,-14.38,-22.48,PENDING ⏳
EXPE,EXPE,2024-12-26,Hold,7,188.6,-2.12,-11.05,-8.59,-10.59,WRONG ❌
DIS,DIS,2024-12-26,Buy,7,111.32,-1.24,0.7,-10.46,5.87,FLAT ➖
TGT,TGT,2024-12-26,Hold,5,130.63,-0.44,4.48,-21.55,-27.06,SAFE 🛡️
HSY,HSY,2024-12-26,Hold,5,164.78,-0.68,-9.67,-0.12,2.83,SAFE 🛡️
